UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,no_rand
2965,L50144,L,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,7499
2966,M17825,M,300.7,309.5,1838,24.9,66,0,0,0,0,0,0,6844
2967,L50146,L,300.6,309.3,1601,40.2,69,0,0,0,0,0,0,4132
2968,L50147,L,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,2665
2969,M17828,M,300.6,309.4,1312,45.2,73,0,0,0,0,0,0,6380
2970,L50149,L,300.6,309.4,1468,44.1,76,0,0,0,0,0,0,6544
2971,M17830,M,300.6,309.4,1452,39.4,78,0,0,0,0,0,0,7327
2972,M17831,M,300.7,309.5,1393,43.9,81,0,0,0,0,0,0,8330
2973,M17832,M,300.6,309.4,1432,44.2,84,0,0,0,0,0,0,3456
2974,M17833,M,300.6,309.3,1510,46,87,0,0,0,0,0,0,8878
2975,M17834,M,300.6,309.4,1521,37.2,90,0,0,0,0,0,0,3073
2976,H32389,H,300.5,309.4,1360,46.2,93,0,0,0,0,0,0,6949
2977,M17836,M,300.5,309.3,1881,25.5,98,0,0,0,0,0,0,967
2978,L50157,L,300.4,309.3,1413,50.3,101,0,0,0,0,0,0,1755
2979,H32392,H,300.5,309.4,1642,36.2,103,0,0,0,0,0,0,593
2980,L50159,L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,93
2981,L50160,L,300.4,309.5,1447,39.3,110,0,0,0,0,0,0,7338
2982,H32395,H,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,6090
2983,L50162,L,300.5,309.5,1795,27.7,117,0,0,0,0,0,0,5195
2984,L50163,L,300.6,309.6,1290,57.4,119,0,0,0,0,0,0,5921
2985,L50164,L,300.6,309.7,1639,30.4,121,0,0,0,0,0,0,4429
2986,L50165,L,300.7,309.8,1596,31.5,123,0,0,0,0,0,0,2199
2987,L50166,L,300.6,309.8,1455,48,125,0,0,0,0,0,0,9690
2988,M17847,M,300.6,309.8,1659,28.9,127,0,0,0,0,0,0,3900
2989,M17848,M,300.6,309.8,1532,42.5,130,0,0,0,0,0,0,6372
2990,L50169,L,300.6,309.8,1502,42.4,133,0,0,0,0,0,0,3212
2991,L50170,L,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,2613
2992,M17851,M,300.5,309.7,1341,50.9,137,0,0,0,0,0,0,8163
2993,M17852,M,300.5,309.7,1685,29.4,140,0,0,0,0,0,0,1459
2994,M17853,M,300.5,309.8,1370,55.9,143,0,0,0,0,0,0,1130
2995,L50174,L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,9913
2996,L50175,L,300.5,309.8,1550,37.4,148,0,0,0,0,0,0,9257
2997,M17856,M,300.5,309.8,1508,37.8,150,0,0,0,0,0,0,8656
2998,L50177,L,300.5,309.8,1345,62.7,153,0,0,0,0,0,0,9517
2999,L50178,L,300.5,309.7,1616,34.5,155,0,0,0,0,0,0,436
3000,L50179,L,300.5,309.7,1395,61,157,0,0,0,0,0,0,6828
3001,H32414,H,300.5,309.8,1324,72.8,159,1,0,0,1,0,0,2672
3002,L50181,L,300.5,309.8,1445,43.9,164,0,0,0,0,0,0,6531
3003,M17862,M,300.5,309.8,1555,38.9,166,0,0,0,0,0,0,5797
3004,M17863,M,300.6,309.9,1449,42.4,169,0,0,0,0,0,0,4678
3005,M17864,M,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,6968
3006,L50185,L,300.5,309.9,1503,37.4,175,0,0,0,0,0,0,233
3007,L50186,L,300.4,309.7,1488,35.7,177,0,0,0,0,0,0,3546
3008,L50187,L,300.4,309.7,1314,50.2,179,0,0,0,0,0,0,4485
3009,M17868,M,300.4,309.7,1547,38,181,0,0,0,0,0,0,1984
3010,M17869,M,300.4,309.7,1466,39.8,184,0,0,0,0,0,0,9735
3011,L50190,L,300.3,309.6,1537,37.1,187,0,0,0,0,0,0,4460
3012,M17871,M,300.2,309.5,1434,51.5,189,0,0,0,0,0,0,5989
3013,L50192,L,300.4,309.6,1432,44.7,192,0,0,0,0,0,0,9951
3014,L50193,L,300.5,309.6,1390,48.4,194,0,0,0,0,0,0,5340
3015,L50194,L,300.5,309.7,1580,42.8,196,0,0,0,0,0,0,5616
3016,L50195,L,300.5,309.7,1589,30.5,198,0,0,0,0,0,0,4304
3017,L50196,L,300.5,309.8,1441,48.8,200,0,0,0,0,0,0,9241
3018,L50197,L,300.5,309.8,1305,51.7,202,0,0,0,0,0,0,4401
3019,M17878,M,300.5,309.8,1566,35.9,204,0,0,0,0,0,0,9530
3020,L50199,L,300.5,309.8,1379,54.2,207,1,0,0,0,1,0,985
3021,L50200,L,300.4,309.6,1543,38.1,209,0,0,0,0,0,0,314
3022,L50201,L,300.5,309.8,1421,49.6,211,0,0,0,0,0,0,9965
3023,L50202,L,300.5,309.6,1760,30.6,213,0,0,0,0,0,0,1087
3024,L50203,L,300.4,309.5,1711,29.2,215,0,0,0,0,0,0,3510
3025,L50204,L,300.5,309.6,1465,41.6,217,0,0,0,0,0,0,8325
3026,L50205,L,300.5,309.6,1366,50.2,219,0,0,0,0,0,0,606
3027,M17886,M,300.4,309.5,1888,21.9,221,0,0,0,0,0,0,2180
3028,L50207,L,300.5,309.5,1777,23.6,0,0,0,0,0,0,0,4589
3029,L50208,L,300.5,309.5,1379,55.6,2,0,0,0,0,0,0,8732
3030,L50209,L,300.4,309.5,1525,51.3,4,0,0,0,0,0,0,8311
3031,M17890,M,300.4,309.6,1563,34,6,0,0,0,0,0,0,753
3032,M17891,M,300.5,309.7,1389,43.3,9,0,0,0,0,0,0,7808
3033,M17892,M,300.6,309.8,1447,42.9,12,0,0,0,0,0,0,3746
3034,M17893,M,300.6,309.7,1934,22.8,15,0,0,0,0,0,0,846
3035,H32448,H,300.6,309.7,1470,43.8,18,0,0,0,0,0,0,1168
3036,M17895,M,300.6,309.7,1428,42.6,23,0,0,0,0,0,0,4375
3037,L50216,L,300.4,309.6,1319,48.1,26,0,0,0,0,0,0,2177
3038,L50217,L,300.5,309.7,1887,24.3,28,0,0,0,0,0,0,9265
3039,L50218,L,300.4,309.5,1349,50.4,30,0,0,0,0,0,0,8407
3040,M17899,M,300.3,309.5,1665,31.4,32,0,0,0,0,0,0,5511
3041,L50220,L,300.3,309.5,1474,38.7,35,0,0,0,0,0,0,7925
3042,L50221,L,300.4,309.5,1543,38.9,37,0,0,0,0,0,0,8708
3043,M17902,M,300.2,309.4,1459,43.9,39,0,0,0,0,0,0,5611
3044,L50223,L,300.3,309.5,1551,37.9,42,0,0,0,0,0,0,5066
3045,L50224,L,300.2,309.4,1981,21.4,44,0,0,0,0,0,0,4827
3046,L50225,L,300.2,309.4,1526,35.3,46,0,0,0,0,0,0,9296
3047,M17906,M,300.2,309.4,1501,40,48,0,0,0,0,0,0,4549
3048,L50227,L,300.2,309.4,1558,38.3,51,0,0,0,0,0,0,6971
3049,L50228,L,300.2,309.3,1532,43.2,53,0,0,0,0,0,0,9077
3050,L50229,L,300.1,309.2,1326,55.9,55,0,0,0,0,0,0,3757
3051,L50230,L,300.2,309.2,1431,51.3,57,0,0,0,0,0,0,9401
3052,L50231,L,300.2,309.3,1366,49.3,59,0,0,0,0,0,0,5721
3053,L50232,L,300.1,309.2,1421,42.5,61,0,0,0,0,0,0,4413
3054,H32467,H,300.2,309.3,1506,35.6,63,0,0,0,0,0,0,1006
3055,H32468,H,300.2,309.3,1342,48.7,68,0,0,0,0,0,0,6111
3056,L50235,L,300.1,309.2,1427,37.6,73,0,0,0,0,0,0,5409
3057,L50236,L,300.2,309.2,1667,29.9,75,0,0,0,0,0,0,9940
3058,L50237,L,300.1,309.1,1400,46.7,77,0,0,0,0,0,0,90
3059,L50238,L,300,309,1709,32.1,79,0,0,0,0,0,0,3641
3060,M17919,M,300,309,1368,45.8,81,0,0,0,0,0,0,4896
3061,L50240,L,300,309.1,1882,23.8,84,0,0,0,0,0,0,6597
3062,L50241,L,300.1,309.1,1353,58.7,86,0,0,0,0,0,0,6183
3063,L50242,L,299.9,309,1553,40,88,0,0,0,0,0,0,2358
3064,L50243,L,300,309.1,1431,45.4,90,0,0,0,0,0,0,3042
3065,M17924,M,300.1,309.1,1731,30.4,92,0,0,0,0,0,0,9948
3066,M17925,M,300.1,309.2,1687,27.7,95,0,0,0,0,0,1,133
3067,M17926,M,300.1,309.2,1457,44.3,98,0,0,0,0,0,0,8449
3068,L50247,L,300.1,309.2,1533,37,101,0,0,0,0,0,0,6144
3069,H32482,H,300,309,1622,31.8,103,0,0,0,0,0,0,7474
3070,L50249,L,300,309.1,1791,28.2,108,0,0,0,0,0,0,8745
3071,L50250,L,300,309.1,1631,28.3,110,0,0,0,0,0,0,7255
3072,L50251,L,300,309,2174,16.9,112,0,0,0,0,0,0,9350
3073,L50252,L,300.1,309,1314,58.2,114,0,0,0,0,0,0,158
3074,L50253,L,300.1,309.1,1478,46.9,116,0,0,0,0,0,0,2962
3075,L50254,L,300.1,309.2,1783,27.3,118,0,0,0,0,0,0,1002
3076,M17935,M,300.1,309.2,1385,46.1,120,0,0,0,0,0,0,5658
3077,L50256,L,300,309.2,1444,43.6,123,0,0,0,0,0,0,4841
3078,L50257,L,300.1,309.3,1841,23,125,0,0,0,0,0,0,6950
3079,M17938,M,300.1,309.4,1349,56.2,127,0,0,0,0,0,0,695
3080,L50259,L,300.1,309.3,1340,56,130,0,0,0,0,0,0,5850
3081,M17940,M,299.9,309.2,1539,43.2,132,0,0,0,0,0,0,3309
3082,M17941,M,300,309.3,1932,21.8,135,0,0,0,0,0,0,3651
3083,M17942,M,300,309.3,1407,43.9,138,0,0,0,0,0,0,4079
3084,L50263,L,300.1,309.3,1712,28.5,141,0,0,0,0,0,0,3924
3085,H32498,H,300.1,309.4,1329,55.2,143,0,0,0,0,0,0,7209
3086,L50265,L,300.1,309.2,1441,42.9,148,0,0,0,0,0,0,1628
3087,L50266,L,300,309.2,1610,32.1,150,0,0,0,0,0,0,3299
3088,M17947,M,300,309.1,1474,45.2,152,0,0,0,0,0,0,8056
3089,M17948,M,300,309.1,1624,30.8,155,0,0,0,0,0,0,7535
3090,H32503,H,300.1,309.3,1520,38.2,158,0,0,0,0,0,0,4703
3091,H32504,H,300.1,309.3,1448,45.8,163,0,0,0,0,0,0,1494
3092,L50271,L,300,309.3,1558,29.7,168,0,0,0,0,0,0,3591
3093,M17952,M,300,309.3,2293,16.3,170,0,0,0,0,0,0,6954
3094,L50273,L,300,309.3,1397,51.2,173,0,0,0,0,0,0,2753
3095,L50274,L,300,309.3,1972,22,175,0,0,0,0,0,0,6468
3096,M17955,M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,8057
3097,L50276,L,299.9,309.2,1560,38.9,180,0,0,0,0,0,0,8884
3098,M17957,M,299.9,309.2,1353,49.8,182,0,0,0,0,0,0,4316
3099,M17958,M,299.9,309.2,1389,51.2,185,0,0,0,0,0,0,3575
3100,M17959,M,299.9,309.1,1513,43.8,188,0,0,0,0,0,0,3860
3101,L50280,L,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,8756
3102,H32515,H,299.8,309,1467,37.3,193,0,0,0,0,0,0,2741
3103,L50282,L,299.9,309.1,1412,48.3,198,0,0,0,0,0,0,5203
3104,L50283,L,299.8,309.1,1668,30.3,200,0,0,0,0,0,0,5418
3105,M17964,M,299.8,309.2,1678,29.8,202,0,0,0,0,0,0,8660
3106,L50285,L,299.8,309.1,1612,35.4,205,0,0,0,0,0,0,4364
3107,L50286,L,299.8,309.1,1485,39.9,207,0,0,0,0,0,0,5520
3108,M17967,M,299.8,309.1,1456,39.4,209,0,0,0,0,0,0,1240
3109,L50288,L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0,8000
3110,L50289,L,299.9,309.2,1491,44.3,214,0,0,0,0,0,0,3530
3111,H32524,H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0,1897
3112,L50291,L,300,309.2,1759,27.9,5,0,0,0,0,0,0,9506
3113,M17972,M,299.8,309.1,1355,56.7,7,0,0,0,0,0,0,4895
3114,M17973,M,299.9,309.1,1345,56.8,10,0,0,0,0,0,0,5003
3115,M17974,M,299.9,309.2,1683,30.5,13,0,0,0,0,0,0,57
3116,L50295,L,299.9,309.2,1658,34.8,16,0,0,0,0,0,0,5947
3117,L50296,L,300,309.2,1566,34.4,18,0,0,0,0,0,0,5451
3118,M17977,M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0,9508
3119,M17978,M,300.2,309.5,1458,46.9,23,0,0,0,0,0,0,4667
3120,L50299,L,300.1,309.4,1858,23.6,26,0,0,0,0,0,0,1450
3121,H32534,H,300.1,309.4,1563,40.8,28,0,0,0,0,0,0,1779
3122,L50301,L,300.1,309.4,2141,17.9,33,0,0,0,0,0,0,6426
3123,L50302,L,300,309.3,1473,46,35,0,0,0,0,0,0,7115
3124,H32537,H,300,309.4,1498,38.5,37,0,0,0,0,0,0,7752
3125,L50304,L,300.1,309.4,1568,39.7,42,0,0,0,0,0,0,5803
3126,L50305,L,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,1564
3127,L50306,L,300,309.4,1499,35.7,46,0,0,0,0,0,0,2085
3128,L50307,L,300,309.5,1717,28.3,48,0,0,0,0,0,0,7977
3129,M17988,M,300.1,309.5,1462,42.8,50,0,0,0,0,0,0,7255
3130,L50309,L,300.1,309.6,1642,34.5,53,0,0,0,0,0,0,4696
3131,L50310,L,300.1,309.6,1760,25.4,55,0,0,0,0,0,0,6728
3132,L50311,L,300.1,309.5,1660,32.7,57,0,0,0,0,0,0,7872
3133,L50312,L,300.1,309.5,1557,40.6,59,0,0,0,0,0,0,8643
3134,H32547,H,300.2,309.6,1442,49.2,61,0,0,0,0,0,0,1869
3135,L50314,L,300.2,309.6,1359,51.5,66,0,0,0,0,0,0,7614
3136,L50315,L,300.4,309.8,1342,52.5,68,0,0,0,0,0,0,7269
3137,L50316,L,300.4,309.9,1435,54.8,70,0,0,0,0,0,0,9709
3138,L50317,L,300.4,309.9,1567,36.5,72,0,0,0,0,0,0,4056
3139,L50318,L,300.4,309.9,1376,43.5,74,0,0,0,0,0,0,4267
3140,H32553,H,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,1462
3141,H32554,H,300.4,309.9,2563,12.8,81,1,0,0,1,0,0,5348
3142,L50321,L,300.5,310,1521,45.1,86,0,0,0,0,0,0,8240
3143,L50322,L,300.6,310,1658,34.7,88,0,0,0,0,0,0,1208
3144,H32557,H,300.6,310,1419,42.4,90,0,0,0,0,0,0,6757
3145,M18004,M,300.6,310,1478,36.3,95,0,0,0,0,0,0,7670
3146,M18005,M,300.5,310,1415,43.5,98,0,0,0,0,0,0,3356
3147,M18006,M,300.5,309.9,1780,26.5,101,0,0,0,0,0,0,5077
3148,M18007,M,300.4,309.7,1440,42.8,104,0,0,0,0,0,0,3708
3149,H32562,H,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,9354
3150,H32563,H,300.4,309.7,1500,35.2,112,0,0,0,0,0,0,5711
3151,L50330,L,300.4,309.8,1513,32.9,117,0,0,0,0,0,0,2089
3152,L50331,L,300.5,309.8,1428,43.8,119,0,0,0,0,0,0,7508
3153,M18012,M,300.5,309.8,1473,42.3,121,0,0,0,0,0,0,1166
3154,M18013,M,300.5,309.9,1483,49.3,124,0,0,0,0,0,0,2286
3155,L50334,L,300.4,309.7,1534,42.5,127,0,0,0,0,0,0,6570
3156,L50335,L,300.5,309.8,1367,54,129,0,0,0,0,0,0,5840
3157,L50336,L,300.4,309.7,1467,36.9,131,0,0,0,0,0,0,3217
3158,M18017,M,300.4,309.7,1488,42.2,133,0,0,0,0,0,0,1104
3159,L50338,L,300.4,309.7,1679,30.1,136,0,0,0,0,0,0,7388
3160,H32573,H,300.4,309.8,1409,47.5,138,0,0,0,0,0,0,5915
3161,M18020,M,300.4,309.7,1367,51.2,143,0,0,0,0,0,0,3289
3162,L50341,L,300.4,309.8,1314,63.1,146,0,0,0,0,0,0,5602
3163,L50342,L,300.5,309.9,1480,40,148,0,0,0,0,0,0,7080
3164,L50343,L,300.4,309.8,1549,38.9,150,0,0,0,0,0,0,1702
3165,L50344,L,300.4,309.7,1685,31.3,152,0,0,0,0,0,0,3309
3166,L50345,L,300.4,309.6,1536,34.5,154,0,0,0,0,0,0,1665
3167,M18026,M,300.4,309.7,1539,37.7,156,0,0,0,0,0,0,2870
3168,L50347,L,300.4,309.7,1384,45.1,159,0,0,0,0,0,0,742
3169,M18028,M,300.4,309.6,1614,30.3,161,0,0,0,0,0,0,2071
3170,M18029,M,300.4,309.6,1675,35.5,164,0,0,0,0,0,0,2255
3171,M18030,M,300.4,309.7,1685,32.3,167,0,0,0,0,0,0,4941
3172,L50351,L,300.4,309.6,1386,56.9,170,0,0,0,0,0,0,3122
3173,M18032,M,300.3,309.6,1488,41.3,172,0,0,0,0,0,0,6408
3174,L50353,L,300.3,309.6,1624,32.6,175,0,0,0,0,0,0,6449
3175,L50354,L,300.3,309.6,1600,34.6,177,0,0,0,0,0,0,7777
3176,L50355,L,300.3,309.6,1468,44.7,179,0,0,0,0,0,0,6449
3177,L50356,L,300.3,309.6,1435,45.4,181,0,0,0,0,0,0,5503
3178,M18037,M,300.2,309.5,1564,33.4,183,0,0,0,0,0,0,9312
3179,M18038,M,300.2,309.4,1329,53.6,186,0,0,0,0,0,0,1477
3180,L50359,L,300.1,309.3,1570,36.8,189,0,0,0,0,0,0,3050
3181,M18040,M,300.2,309.4,1433,48.8,191,0,0,0,0,0,0,8261
3182,L50361,L,300.2,309.4,1527,37,194,0,0,0,0,0,0,3163
3183,M18042,M,300.1,309.3,1443,50.3,196,0,0,0,0,0,0,6149
3184,L50363,L,300.1,309.3,1616,32,199,0,0,0,0,0,0,6554
3185,L50364,L,300.1,309.3,1654,31,201,0,0,0,0,0,0,2719
3186,L50365,L,300.1,309.3,1685,27.1,203,0,0,0,0,0,0,9945
3187,M18046,M,300.2,309.4,1456,48.8,205,0,0,0,0,0,0,4184
3188,M18047,M,300.2,309.4,1752,27.8,208,0,0,0,0,0,0,8964
3189,M18048,M,300.1,309.2,1438,51,211,0,0,0,0,0,0,7767
3190,L50369,L,300.1,309.1,1551,33.7,214,0,0,0,0,0,0,3863
3191,L50370,L,300.1,309.2,1599,30.1,216,0,0,0,0,0,0,4025
3192,M18051,M,300.1,309.2,1732,33.7,218,0,0,0,0,0,0,2413
3193,M18052,M,300.1,309.2,1418,39.8,221,0,0,0,0,0,0,1120
3194,L50373,L,300,309.1,1401,44.5,0,0,0,0,0,0,0,6425
3195,L50374,L,300,309,1454,51.7,2,0,0,0,0,0,0,7837
3196,M18055,M,300,309.2,1635,32.4,4,0,0,0,0,0,0,4966
3197,L50376,L,300,309.1,1489,40.3,7,0,0,0,0,0,0,3224
3198,L50377,L,300,309.1,1465,40.6,9,0,0,0,0,0,0,9833
3199,M18058,M,300,309.1,1463,45.7,11,0,0,0,0,0,0,5327
3200,H32613,H,300.1,309.1,1560,35.4,14,0,0,0,0,0,0,7663
3201,M18060,M,300.1,309.2,1454,44.4,19,0,0,0,0,0,0,8047
3202,L50381,L,300.2,309.1,1479,47,22,0,0,0,0,0,0,4979
3203,L50382,L,300.2,309.2,1430,43.4,24,0,0,0,0,0,0,5573
3204,M18063,M,300.1,309.1,1533,38,26,0,0,0,0,0,0,2586
3205,L50384,L,300.1,309,1404,54.8,29,0,0,0,0,0,0,6435
3206,M18065,M,300.1,308.9,1548,38.4,31,0,0,0,0,0,0,3249
3207,M18066,M,300.1,309,1612,33,34,0,0,0,0,0,0,9780
3208,M18067,M,300.2,309,1642,31.2,37,0,0,0,0,0,0,8318
3209,M18068,M,300.2,309.1,1406,42.2,40,0,0,0,0,0,0,7546
3210,L50389,L,300.3,309.2,1587,31.4,43,0,0,0,0,0,0,6044
3211,M18070,M,300.3,309.2,1364,47.6,45,0,0,0,0,0,0,634
3212,L50391,L,300.3,309.2,1462,51.4,48,0,0,0,0,0,0,5140
3213,L50392,L,300.3,309.2,1649,32.4,50,0,0,0,0,0,0,7146
3214,L50393,L,300.4,309.2,1752,29,52,0,0,0,0,0,0,4950
3215,H32628,H,300.4,309.3,1396,51.2,54,0,0,0,0,0,0,9114
3216,M18075,M,300.5,309.4,2179,16.3,59,0,0,0,0,0,0,6684
3217,L50396,L,300.5,309.5,1653,27.6,62,0,0,0,0,0,0,5085
3218,L50397,L,300.6,309.5,2025,21.4,64,0,0,0,0,0,0,8675
3219,L50398,L,300.6,309.6,1426,53.6,66,0,0,0,0,0,0,1763
3220,M18079,M,300.6,309.6,1503,38.4,68,0,0,0,0,0,0,8238
3221,M18080,M,300.7,309.6,1525,36.5,71,0,0,0,0,0,0,444
3222,L50401,L,300.6,309.6,1423,49.1,74,0,0,0,0,0,0,7439
3223,M18082,M,300.7,309.7,1435,44.7,76,0,0,0,0,0,0,3861
3224,H32637,H,300.6,309.5,1495,36.5,79,0,0,0,0,0,0,1742
3225,M18084,M,300.6,309.5,1557,33.8,84,0,0,0,0,0,0,883
3226,L50405,L,300.6,309.4,1474,40.7,87,0,0,0,0,0,0,2779
3227,L50406,L,300.5,309.3,1465,46,89,0,0,0,0,0,0,6235
3228,M18087,M,300.5,309.3,1589,34.9,91,0,0,0,0,0,0,6580
3229,L50408,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0,646
3230,L50409,L,300.6,309.4,1442,43.2,96,0,0,0,0,0,0,9473
3231,L50410,L,300.6,309.4,1556,36,98,0,0,0,0,0,0,3078
3232,L50411,L,300.7,309.3,1425,45.3,100,0,0,0,0,0,0,3278
3233,L50412,L,300.7,309.3,1580,38.3,102,0,0,0,0,0,0,631
3234,H32647,H,300.8,309.4,1474,40.7,104,0,0,0,0,0,0,5213
3235,L50414,L,300.8,309.4,1489,38.4,109,0,0,0,0,0,0,3833
3236,L50415,L,300.8,309.4,1946,20.5,111,0,0,0,0,0,0,3779
3237,M18096,M,300.8,309.4,1342,62.4,113,1,0,1,0,0,0,5155
3238,M18097,M,300.9,309.5,1758,26.8,116,0,0,0,0,0,0,2379
3239,M18098,M,300.9,309.4,1724,25.6,119,0,0,0,0,0,0,1813
3240,L50419,L,301,309.5,1430,48.5,122,0,0,0,0,0,0,9150
3241,L50420,L,300.9,309.5,1612,35.2,124,0,0,0,0,0,0,810
3242,H32655,H,300.9,309.5,1469,43.4,126,0,0,0,0,0,0,4623
3243,L50422,L,300.9,309.6,1384,42.4,131,0,0,0,0,0,0,7345
3244,L50423,L,301,309.6,1724,28.1,133,0,0,0,0,0,0,4103
3245,M18104,M,301,309.6,1397,48,135,0,0,0,0,0,0,859
3246,M18105,M,301,309.6,1588,32.7,138,0,0,0,0,0,0,8113
3247,L50426,L,301,309.7,1468,42,141,0,0,0,0,0,0,4836
3248,M18107,M,301,309.8,1594,31.1,143,0,0,0,0,0,0,4499
3249,M18108,M,301,309.7,1511,39.3,146,0,0,0,0,0,0,8826
3250,L50429,L,301.1,309.8,1493,38.9,149,0,0,0,0,0,0,6972
3251,H32664,H,301.2,309.8,1709,27,151,0,0,0,0,0,0,2900
3252,L50431,L,301.1,309.6,1501,36.1,156,0,0,0,0,0,0,4122
3253,L50432,L,301.1,309.7,1668,30.8,158,0,0,0,0,0,0,7105
3254,L50433,L,301.1,309.6,1502,48.9,160,0,0,0,0,0,0,8601
3255,M18114,M,301,309.7,1288,58.4,162,0,0,0,0,0,0,9539
3256,L50435,L,301,309.7,1491,42.9,165,0,0,0,0,0,0,6396
3257,L50436,L,301.1,309.8,1519,39.6,167,0,0,0,0,0,0,1002
3258,L50437,L,301.2,309.9,1984,19.7,169,0,0,0,0,0,0,7155
3259,L50438,L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0,1732
3260,M18119,M,301.2,310,1625,31.6,173,0,0,0,0,0,0,624
3261,M18120,M,301.3,310,2068,17.8,176,0,0,0,0,0,0,9259
3262,H32675,H,301.3,310.1,1469,39.7,179,0,0,0,0,0,0,2477
3263,L50442,L,301.3,310.1,1558,36.3,184,0,0,0,0,0,0,9808
3264,L50443,L,301.3,310,1344,54.8,186,0,0,0,0,0,0,2436
3265,H32678,H,301.3,310.1,1455,44.1,188,0,0,0,0,0,0,55
3266,L50445,L,301.3,310.1,1355,53.6,193,0,0,0,0,0,0,308
3267,L50446,L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0,5176
3268,L50447,L,301.3,310,1550,41.5,197,0,0,0,0,0,0,7050
3269,M18128,M,301.3,310.1,1525,37.8,199,0,0,0,0,0,0,5073
3270,M18129,M,301.3,310,1696,32.4,202,0,0,0,0,0,0,7382
3271,L50450,L,301.4,310.1,1937,21.8,205,0,0,0,0,0,0,4755
3272,M18131,M,301.4,310,1689,32.1,207,0,0,0,0,0,0,1352
3273,M18132,M,301.3,310,1593,30.8,210,0,0,0,0,0,0,3994
3274,M18133,M,301.3,309.9,1565,36,213,0,0,0,0,0,0,5212
3275,L50454,L,301.3,310,1665,31.4,0,0,0,0,0,0,0,292
3276,H32689,H,301.3,310,1532,36.3,2,0,0,0,0,0,0,6157
3277,L50456,L,301.3,310,1438,40.9,7,0,0,0,0,0,0,8805
3278,L50457,L,301.3,310.1,1531,41.6,9,0,0,0,0,0,0,5200
3279,L50458,L,301.3,310,1506,40.8,11,0,0,0,0,0,0,4438
3280,L50459,L,301.2,309.9,1382,52.4,13,0,0,0,0,0,0,2771
3281,M18140,M,301.2,309.9,1456,50.8,15,0,0,0,0,0,0,8959
3282,M18141,M,301.2,310,1445,45.6,18,0,0,0,0,0,0,9891
3283,L50462,L,301.2,309.9,1515,40.9,21,0,0,0,0,0,0,9088
3284,L50463,L,301.2,309.9,1449,45.5,23,0,0,0,0,0,0,2596
3285,H32698,H,301.2,309.9,1362,50.7,25,0,0,0,0,0,0,6984
3286,L50465,L,301.2,309.9,1687,29.7,30,0,0,0,0,0,0,6631
3287,L50466,L,301.2,310,1618,37.6,32,0,0,0,0,0,0,5285
3288,M18147,M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0,584
3289,L50468,L,301.3,310.1,1662,31,37,0,0,0,0,0,0,3467
3290,M18149,M,301.2,310.1,1295,56.6,39,0,0,0,0,0,0,524
3291,L50470,L,301.2,310.2,1385,42.3,42,0,0,0,0,0,0,5873
3292,M18151,M,301.2,310.1,1479,45.5,44,0,0,0,0,0,0,3036
3293,L50472,L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0,3093
3294,M18153,M,301.2,310.3,1357,54.5,49,0,0,0,0,0,0,1713
3295,L50474,L,301.1,310.2,1657,34.1,52,0,0,0,0,0,0,9679
3296,L50475,L,301.1,310.2,1496,43.4,54,0,0,0,0,0,0,457
3297,M18156,M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0,4358
3298,L50477,L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0,9359
3299,L50478,L,301.2,310.3,1499,38.1,61,0,0,0,0,0,0,5759
3300,L50479,L,301.3,310.5,1390,45.8,63,0,0,0,0,0,0,8257
3301,H32714,H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0,7878
3302,L50481,L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0,5720
3303,L50482,L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0,668
3304,L50483,L,301.2,310.4,1390,49.9,74,0,0,0,0,0,0,2328
3305,L50484,L,301.2,310.3,1497,45.7,76,0,0,0,0,0,0,5459
3306,M18165,M,301.3,310.4,1577,48.3,78,0,0,0,0,0,0,3103
3307,L50486,L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0,2719
3308,M18167,M,301.4,310.5,1563,39.9,83,0,0,0,0,0,0,4898
